Filing Date,Trade Date,Ticker,Company Name,Insider Name,Title,Trade Type,Price,Qty,Owned,Own Inc,Value,X
28-Jan-21 6:00:15 AM,27-Jan-21,TCON,Tracon Pharmaceuticals Inc.,Theuer Charles,"Pres, CEO",P - Purchase,$8.98 ,"11,000","201,232",6%,"98,771",
